YEAR,ID,TYPE,ARCHITECTURE,TECHNOLOGY,TITLE,ABSTRACT,AUTHORS,COMMENTS,Csamp [pF],AREA [mm^2],SNDR_lf [dB],fin_hf,SNDR_hf [dB],SNR [dB],DR [dB],-THD [dB],SFDR,SNDR,P [W],fs [Hz],OSR,fsnyq_w,fsnyq,FOMW_lf [fJ/conv-step],FOMW_hf,FOMS_lf [dB],FOMS_hf_ab,FOMW_hf/fsnyq,"FOMS,hf+10log(fsnyq)"
2008,30.7,NQ,Two-Step,0.09,A Split-Load Interpolation-Amplifier-Array 300MS/s 8b Subranging Adc in 90nm CMOS,"The ADC is fabricated in 90 nm digital CMOS process. The chip consumes 34 mW at 300MS/s (fin=fs/2) from 1.2 V analog/digital and 2.5 V T/H-switches supply. At 100 MS/s (fin= fs/2), it consumes 6.7 mW from 0.75 V analog/digital and 1.5 V T/H-switches supplies. FOMs are 780 fJ/conversion-step at 300 MS/s (fin=fs/2), 680fJ/conversion-step at 300MS/s (fin=2MHz), 350 fJ/conversion- step at 100 MS/s (fin=fs/2) and 290 fJ/conversion-step at 100 MS/s (fin=2MHz).The active area is 0.29 mm2. ","Y. Shimizu, S. Murayama, K. Kudoh, H. Yatsuda", , ,0.29,,150000000,38.4,,,,,38.4,0.034,300000000,1,300000000,113.3333333,,1667.919543,,134.8461234,5.56E-06,219.617336
2008,30.8,NQ,Flash,0.18,A 6b 0.2-to-0.9V Highly-Digital Flash ADC with Comparator Redundancy,"Microsensor wireless networks and implanted biomedical devices have emerged as exciting new application domains. These applications are highly energy constrained and require flexible, integrated, energy-efficient ADC modules that can ideally operate at the same supply voltage as digital circuits. In many applications, the performance requirements are quite modest (100s kS/s). This paper presents a highly digital ADC architecture compatible with advanced CMOS processes, capable of operating down to a supply voltage of 200mV (i.e., subthreshold regime) and up to 900mV. However, leakage and device variation must be addressed, particularly at low supply voltages.","D. Daly, A. Chandrakasan","Data for single ended, pseudo differe gives 5.56 ENOB, 2.84uW", ,2,,200000,32,,,,,32,0.00000166,400000,1,400000,4.15,,127.6137353,,142.8092191,0.000319034,198.829819
2009,4.2,NQ,"SAR, TI",0.045,A 1.1V 50mW 2.5GS/s 7b Time-Interleaved C-2C SAR ADC in 45nm LP Digital CMOS,"High-speed medium-resolution ADCs are widely utilized in high-speed communication systems, such as serial links, UWB, and OFDM-based 60 GHz receivers. Due to complex DSP and low-power constraints, digital basebands are designed in low-leakage, high-VT low-power (LP) CMOS processes making the design of high-speed ADCs challenging. Time-Interleaved (Tl) successive-approximation-register-based (SAR) ADCs are ideally suited to these applications due to their highly scalable architecture and due to the steady improvement in matching and density of metal-finger capacitors (MFC). This paper presents a Tl C-2C SAR ADC that achieves high performance by using: (1) a small-area C-2C SAR architecture with low input capacitance; (2) high-speed boosted switches to overcome high device threshold; (3) background comparator offset calibration and radix calibration; and (4) redundant-ADC-based gain, offset and timing calibration to reduce Tl errors.","Erkan Alpman, Hasnain Lakdawala, L. Richard Carley, K. Soumyanath", , ,1,,1100000000,34,,,,45,34,0.05,2500000000,1.136363636,2200000000,22.72727273,,555.1197543,,137.4242268,2.52E-07,230.8484536
2009,4.3,NQ,"Folding, TI",0.18,A 1.8V 1.0 GS/s 10b Self-Calibrating Unified-Folding-Interpolating ADC with 9.1 ENOB at Nyquist Frequency,"An advance in folding-interpolating ADCs is presented that simplifies their extension to higher resolution by building the converter out of identical but scaled pipelined cascaded folding stages. The limitation of the classical folding architecture is the separate coarse channel to determine which fold an input signal is in. Higher-resolution ADCs benefit from a higher order of folding, which results in more closely spaced folds and makes the alignment between this ""fine"" channel and the ""coarse"" channel increasingly difficult due to offset and settling mismatch. In this paper we eliminate this separate coarse channel using instead a single ""unified"" set of cascaded folding stages, in which each folding stage acts as the coarse channel for the following folding stage. This extends previous work where the coarse channel is distributed and where the cascaded folding stages are pipelined. Our approach is demonstrated in a dual 1.8 V 1.0 GS/s 10 b ADC that achieves plusmn0.2 LSB DNL and 9.1 ENOB at Nyquist while consuming 1.2 W/channel.","R. C. Taft, P. A. Francese, M. R. Tursi, O. Hidri, A. MacKenzie, T. Hoehn, P. Schmitz, H. Werker, A. Glenny", , ,17.5,,497770000,,56.5,,65.4,66.3,56.5,1.2,1000000000,1.004479981,995540000,1205.375977,,2207.241131,,142.6784747,2.22E-06,232.6590619
2009,4.4,NQ,Binary Search,0.065,A 5b 800MS/s 2mW Asynchronous Binary-Search ADC in 65nm CMOS,This paper reports a 5b asynchronous binary-search ADC with reference-range prediction. The maximum conversion speed of this ADC is 800 MS/s at a cost of 2 mW power consumption. The ADC is fabricated in a 1P6M 65 nm CMOS process with metal-oxide-metal (MOM) capacitors.,"Ying-Zu Lin, Soon-Jyh Chang, Yen-Ting Liu, Chun-Cheng Liu, Guang-Ying Huang", , ,0.18,,400000000,27,,,,36,27,0.00197,800000000,1,800000000,2.4625,,134.6636794,,140.0759377,1.68E-07,229.1068375
2009,4.5,NQ,"SAR, TI",0.13,A 600MS/s 30mW 0.13µm CMOS ADC Array Achieving Over 60dB SFDR with Adaptive Digital Equalization,"At high conversion speed, time interleaving provides a viable way of achieving analog-to-digital conversion with low power consumption, especially when combined with the successive-approximation-register (SAR) architecture that is known to scale well in CMOS technology. In this work, we showcase a digital background-equalization technique to treat the path-mismatch problem as well as individual ADC nonlinearities in time-interleaved SAR ADC arrays. In this prototype, we demonstrate the effectiveness of this technique in a compact SAR ADC array, which achieves 7.5 ENOB and a 65 dB SFDR at 600 MS/s while dissipating 23.6 mW excluding the on-chip DLL, and exhibiting one of the best conversion FOMs among ADCs with similar sample rates and resolutions.","Wenbo Liu, Yuchun Chang, Szu-Kang Hsien, Bo-Wei Chen, Yung-Pin Lee, Wen-Tsao Chen, Tzu-Yi Yang, Gin-Kou Ma, Yun Chiu", , ,1.1,,300000000,43,,,,56.5,43,0.03,600000000,1,600000000,50,,433.2758861,,143,7.22E-07,230.7815125
2009,4.6,NQ,Pipe,0.09,A 10b 500MHz 55mW CMOS ADC,"Recent work on ADCs targeting sampling rates of hundreds of MHz with resolutions in the range of 10 to 11 b has faced speed limitations with a single channel or employed interleaving, but with a relatively high power dissipation or low SNDR. This paper introduces a calibration technique that, together with a high-speed opamp topology, allows a single channel to operate at 500 MHz and digitize a 233 MHz input with an SNDR of 53 dB. This SNDR yields a figure of merit (FOM) of 0.3 pJ/conversion-step, the lowest reported for 10 and 11 b ADCs running at these frequencies.","Ashutosh Verma, Behzad Razavi", , ,0.49,,233000000,53,,,,,53,0.055,500000000,1,500000000,110,,301.395923,,149.5757732,6.03E-07,236.5654732
2009,4.7,NQ,Pipe,0.18,A 16b 125MS/s 385mW 78.7dB SNR CMOS Pipeline ADC ,"Today's communication systems require high-performance low-cost ADCs with emphasis on low power, and the ability to IF-sample to reduce receiver complexity. Further, the often-overlooked metric of small-signal linearity quantified by SFDR for less-than-full-scale inputs is important, especially in the presence of large interferers. This 16 b pipeline ADC achieves 78.7 dB SNR, 78.6 dB SNDR and 96 dB SFDR at 125 MS/s with a 30 MHz input, while dissipating 385 mW from a 1.8 V supply. The ADC quantizes inputs up to 150 MHz with an SNR >76 dB and an SFDR >85 dB, has a jitter of 65 fs and accepts 2 Vpp-diff, inputs. Further, with dithering enabled the worst spur is <-98 dB for inputs below -4 dBFS at 100 MHz IF. The ADC is fabricated in a 1P5M 0.18mum CMOS process.","Siddharth Devarajan, Larry Singer, Dan Kelly, Steven Decker, Abhishek Kamath, Paul Wilkins", , ,10,78.6,62500000,77,76.5,,,92,77,0.385,125000000,1,125000000,3080,442.7594591,532.3237225,160.7041929,159.1041929,4.26E-06,240.073293
2009,9.1,NQ,Pipe,0.09,A 130mW 100MS/s Pipelined ADC with 69dB SNDR Enabled by Digital Harmonic Distortion Correction,"A pipelined ADC is presented with 2 fully integrated digital background calibration techniques: harmonic distortion correction (HDC) to compensate for residue amplifier gain error and nonlinearity, and DAC noise cancellation (DNC) to compensate for DAC capacitor mismatches. It is the first IC implementation of HDC, and the results demonstrate that HDC and DNC together enable reductions in power dissipation relative to comparable conventional state-of-the-art pipelined ADCs.","Andrea Panigada, Ian Galton", , ,4,,50000000,68.8,69.15,,,85,68.8,0.13,100000000,1,100000000,1300,,577.5762334,,154.6502665,5.78E-06,234.6502665
2009,9.2,NQ,Pipe,0.18,A 50MS/s 9.9mW Pipelined ADC with 58dB SNDR in 0.18µm CMOS Using Capacitive Charge-Pumps,"In the interest of extending battery life in mobile systems that use pipelined ADCs, several power-efficient pipelined ADCs have recently been proposed. The most promising topologies reported thus far are those that substitute the opamp, which is the largest consumer of power in pipelined ADCs, with alternative and more power-efficient circuits. However, opamp-less pipelined ADCs thus far either: 1) require complex nonlinear calibration, 2) are single- ended, 3) are pseudo-differential, or 4) require a sampling scheme that limits linearity (less than 8b ENOB). In this paper, a low-power pipelined ADC is presented that has significantly lower power consumption than many previous 10b ADCs in the mid-to-high speed range. The ADC does not require power-hungry opamps, and hence achieves similar power savings. However, unlike prior opamp-free topologies, the ADC: 1) requires only stage-gain digital calibration, 2) uses fully differential pipelined stages, and 3) uses a sampling scheme that can achieve high linearity (SFDR of 66dB and better than 9b ENOB).","Imran Ahmed, Jan Mulder, David A. Johns",SNDR estimated from Fig. 9.2.5, ,1.4,,25000000,58.2,,,,64.5,58.2,0.0099,50000000,1,50000000,198,,298.115096,,152.2230481,5.96E-06,229.2127482
2009,9.3,NQ,"Pipe, ZCBC",0.09,A 12b 50MS/s Fully Differential Zero-Crossing-Based ADC Without CMFB,"As intrinsic device gain and power supply voltages decrease with CMOS technology scaling, it is becoming increasingly challenging for designers of conventional opamp-based switched-capacitor circuits to meet gain and output swing targets, and to ensure stability. Zero-crossing based circuits (ZCBC) are presented as an alternative architecture where each opamp is replaced with a current source and a zero-crossing detector. This changes the dynamics of the system while preserving the functionality. To further improve the robustness of ZCBC designs, we present a 50MS/s, 12b ZCBC pipelined ADC with fully differential signaling and automatic offset compensation.","Lane Brooks, Hae-Seung Lee", , ,0.3,,25000000,62,,72,,68,62,0.0045,50000000,1,50000000,90,,87.48676411,,159.4472749,1.75E-06,236.436975
2009,9.4,NQ,"Two-Step, TDC",0.09,A 9b 14?W 0.06mm2 PPM ADC in 90nm Digital CMOS,"As CMOS dimensions scale down, time-domain resolution of digital signals improves but the voltage resolution of analog signals degrades. In this paper, we introduce an ADC architecture based on pulse position modulation (PPM), which relies more on time resolution than on amplitude resolution. In PPM a continuous-time comparator compares the input signal with a voltage ramp. The time interval between the ramp starting point, which is synchronous with the reference clock, and the instant the input signal crosses the ramp is measured by a 2-step time-to-digital converter. Assuming the ramp slope is constant, we can calculate the input-signal amplitude from the measured time vector.","Shahrzad Naraghi, Matthew Courcy, Michael P. Flynn", , ,0.06,,300000,49.4,,,,58,49.4,0.000014,1000000,1.666666667,600000,23.33333333,,96.76970363,,152.7099322,0.000161283,210.4914447
2009,9.5,OS,SDCT,0.13,A 0.13µm CMOS 78dB SNDR 87mW 20MHz BW CT ?? ADC with VCO-Based Integrator and Quantizer,"In this paper we demonstrate a new technique that eliminates the impact of Kv nonlinearity by preserving the integral relationship of the VCO output phase to the input signal. Leveraging the VCO output phase directly precludes the need to span the entire nonlinear Kv characteristic since small perturbations (in the range of 10s of mV) at the tuning node are sufficient to shift the VCO phase by a substantial amount. Since an open-loop VCO is sensitive to frequency offsets and drift, and easily saturates its phase detector for large input signals, some form of negative feedback is necessary. Here, a multibit DAC subtracts the previously quantized phase value from the VCO input, creating a residue that is integrated during the next clock cycle. This feedback loop not only allows large signals to drive the VCO without incurring distortion from Kv nonlinearity, but also it is a 1s,-order CT DeltaSigma ADC loop, and it therefore 1s,-order shapes quantization noise. ","Matt Park, Michael Perrott", , ,0.45,,20000000,78.1,81.2,,,,78.1,0.087,900000000,22.5,40000000,2175,,331.1912729,,161.7151074,8.28E-06,237.7357073
2009,9.6,OS,SDCT,0.065,A 1.2V 2MHz BW 0.084mm2 CT ?? ADC with -97.7dBc THD and 80dB DR Using Low-Latency DEM,"In this paper, a multi-bit SC DAC is used to improve the stable input range. A low-latency DEM is introduced to minimize quantization-to-DAC delay and to relax OTA BW requirements. The ISI-free RZ coding and reduced internal signal swings contribute to -97.7 dBc THD from a 1.2 V supply.","Sheng-Jui Huang, Yung-Yu Lin", , ,0.084,,2000000,79.07,79.1,80,97.7,,79.07,0.00452,128000000,32,4000000,1130,,153.8839173,,165.5289156,3.85E-05,231.5495155
2009,9.7,OS,SDCT,0.065,A 20MHz BW 68dB DR CT ?? ADC Based on a Multi-Bit Time-Domain Quantizer and Feedback Element,"Low-power, small-area, 20 MHz-BW ADCs that can be integrated in nanoscale CMOS technologies are of immense interest to the wireless communication industry. Implementation of high-performance analog circuits in nanometric technologies faces several challenges. Time-domain digital signal processing (TDSP) can be used as an alternative for some analog circuits to overcome these challenges. The TDSP technique utilizes the high timing resolution available in nanoscale technologies, and can be implemented using digital circuits that are inherently less susceptible to noise. Circuits using this technique also become faster, smaller and consume less power with technology scaling. Hence, solutions using TDSP with as many digital circuits as possible are desired. An ADC architecture that uses a VCO-based time-domain quantizer is presented. This architecture uses a conventional feedback element (multi-element DAC with DEM) and 950 MHz sample rate that leads to high power consumption. In this work, a pulse-width modulator (PWM) and an all- digital time-to-digital converter (TDC) are used to implement the quantizer as well as the feedback element in the time domain. This approach achieves the necessary linearity in the feedback path without DEM or calibration, and allows a low output rate of 250 MS/S.","Vijay Dhanasekaran, Manisha Gambhir, Mohamed M. Elsayed, Edgar Sánchez-Sinencio, Jose Silva-Martinez, Chinmaya Mishra, Lei Chen, Erik Pankratz", , ,0.154,,20000000,60,62,68,,,60,0.0105,250000000,6.25,40000000,262.5,,321.247027,,152.798407,8.03E-06,228.8190069
2009,9.8,OS,SDSC,0.09,A Multirate 3.4-to-6.8mW 85-to-66dB DR GSM/Bluetooth/UMTS Cascade DT ??M in 90nm Digital CMOS,"The main advantages of discrete-time (DT) systems are their robustness and their ability to exploit the high switching speeds of transistors in scaled technologies. Operating in discrete time also allows for system reconfiguration by changing the sampling frequency. Moreover, different sampling frequencies can be applied throughout a system. This multirate feature can then be exploited to trade performance for power and flexibility. The multirate technique can also be of benefit to discrete-time DeltaSigma modulators. In DeltaSigma modulators, the first integrators are the largest contributors to the overall power consumption since they set the overall noise and distortion of the modulator. The multirate technique can then be used to reduce the sampling speed of the first integrators and hence the power and compensate for loss in resolution by increasing the speed of the last integrators. However, multirate processing inside a single-loop DeltaSigma modulator introduces additional complexity due to the feedback from the last integrators to the input operating at a lower sampling frequency. This complexity can be avoided by using a cascaded architecture in which the sampling frequency is modified between the stages. It can be shown that a cascade DeltaSigma with the first loop operating at fs/2 and the second loop at 2fs is equivalent in terms of resolution to a cascade DeltaSigma with both loops operating at fs. Furthermore, a cascaded implementation can offer a power-efficient implementation in a multimode context by switching off the appropriate last stages . In this paper we present a 90 nm CMOStri-mode DT multirate cascade DeltaSigma modulator.","Lynn Bos, Gerd Vandersteen, Julien Ryckaert, Pieter Rombouts, Yves Rolain, Geert Van der Plas", , ,0.0756,,2000000,65,,66,79,79,65,0.00683,320000000,80,4000000,1707.5,,1175.020946,,149.6660929,0.000293755,215.6866928
2009,21.7,NQ,"Flash, TI",0.065,A 500mW digitally calibrated AFE in 65nm CMOS for 10Gb/s Serial links over backplane and multimode fiber,"The demand for bandwidth has fueled the deployment of 10 Gb/s traffic over legacy data links such as serial backplanes (10GBase-KR) and multimode fiber (10 GBase-MMF) which were originally intended for much lower data rates. Under severe channel impairments, a DSP-based transceiver provides robust performance and enables power/area scaling with processes. This work describes a 65 nm CMOS AFE integrated in a DSP-based PHY for 10 Gb/s KR/MMF applications.","Jun Cao;   Bo Zhang;   Singh, U.;   Delong Cui;   Vasani, A.;   Garg, A.;   Wei Zhang;   Kocaman, N.;   Pi, D.;   Raghavan, B.;   Hui Pan;   Fujimori, I.;   Momtaz, A.;   ", , ,,33.2,5000000000,31.6,,,,,31.6,0.39,10300000000,1,10300000000,37.86407767,1014.07652,1219.210515,134.4074262,132.8074262,1.18E-07,232.9357985
2010,16.1,NQ,Pipe,0.18 BiCMOS,A 16b 250MS/s IF-Sampling Pipelined A/D Converter with Background Calibration,"We present a 16b 250MS/s ADC that employs background calibration of the residue amplifier gain errors. It has an integrated input buffer and is fabricated on a 0.18?m BiCMOS process. Without the input buffer, the SNR is 77.5dB and the SFDR is 90dB. With the input buffer, the SNR is 76dB and the SFDR is 95dB. The clock jitter is 60fs. The ADC consumes 850mW and the input buffer consumes 150mW.","A. M. Ali, A. Morgan, C. Dillon, G. Patterson, S. Puckett, M. Hensley, R. Stop, P. Bhoraskar, S. Bardsley, D. Lattimore, J. Bray, C. Speir, R. Sneed", , ,50,,125000000,77.5,,,,90,77.5,0.85,250000000,1,250000000,3400,,554.755389,,159.1749109,2.22E-06,243.154311
2010,16.2,NQ,Pipe,SiGe BiCMOS,A 16b 100-to-160MS/s SiGe BiCMOS Pipelined ADC with 100dBFS SFDR,"A 16b 160MS/s pipelined ADC built in a complementary SiGe BiCMOS process is presented, with an SFDR of 105dB and an SNR of 77dB at -1dBFS below 160MHz. The fully buffered track-and-hold has circuitry needed to achieve this performance. The internal sub-DAC uses circuits to mitigate the limitations imposed by transistor self-heating, early voltage and impact ionization.","R. Payne, M. Corsi, D. Smith, S. Kaylor, D. Hsieh","Data for fin=80 MHz at fs=160MS/s, Fig 16.2.5", ,4,,80000000,,75.2,,,91,75.2,1.62,160000000,1,160000000,10125,,2152.926011,,152.1357497,1.35E-05,234.1769496
2010,16.3,NQ,"Pipe, Folding, TI",0.04,A 2.6mW 6b 2.2GS/s 4-times Interleaved Fully Dynamic Pipelined ADC in 40nm Digital CMOS,A 2.2GS/s 4x-interleaved 6b ADC in 40nm digital CMOS is presented. Each ADC slice consists of a 1b folding stage followed by a pipelined binary-search sub-ADC using dynamic nonlinear amplifiers for low power consumption and high speed. Threshold calibration corrects for amplifier and comparator imperfections and 31.6dB SNDR is achieved with 2GHz ERBW for 2.6mW power consumption.,"B. Verbruggen, J. Craninckx, M. Kuijk, P. Wambacq, G. Van der Plas", , ,0.03,,1100000000,31.1,,,,41.5,31.1,0.0026,2200000000,1,2200000000,1.181818182,,40.30922754,,147.3641934,1.83E-08,240.7884202
2010,16.4,OS,VCO,0.065,A Mostly Digital Variable-Rate Continuous-Time ADC ?? Modulator,"A mostly digital variable-rate continuous-time ?? modulator is presented with power dissipation, output sample-rate, bandwidth, and peak SNDR ranges of 8 to 17mW, 0.5 to 1.15GHz, 3.9 to 18MHz, and 67 to 78dB, respectively. The IC is implemented in a 65nm CMOS process with an active area of 0.07mm2.","G. Taylor, I. Galton", , ,0.07,,4500000,77.8,80,,,,77.8,0.017,1150000000,127.7777778,9000000,1888.888889,,297.7333814,,162.0276359,3.31E-05,231.570061
2010,16.5,NQ,Pipe,0.09,A 10b 100MS/s 4.5mW Pipelined ADC with a Time Sharing Technique,A 10b pipelined ADC employs opamp and time-sharing techniques to reduce the power consumption and silicon area. The presented ADC needs only one opamp to complete the 10b conversion. The chip is fabricated in a 90nm digital CMOS process and occupies 0.058mm2. It operates at 100MS/s and achieves an SNDR of 55.0dB while the power consumption is 4.5mW from a 1.0V supply.,"Y-C. Huang, T-C. Lee", , ,0.0572,,50000000,53.9,54.4,,,67.4,53.9,0.0045,100000000,1,100000000,45,,111.1610697,,154.3575749,1.11E-06,234.3575749
2010,16.6,NQ,"Pipe, ZCBC",0.18,A 1.4V Signal Swing Hybrid CLS-Opamp/ZCBC Pipelined ADC Using a 300mV Output Swing Opamp,"A Hybrid CLS-opamp/ZCBC pipelined ADC is introduced to improve accuracy, robustness, and power efficiency. Fast and accurate residue amplification is achieved by invoking a short ZCBC operation followed by CLS-opamp settling. Measured ENOB is better than 11b at sampling rate of 20MHz.","B. P. Hershberg, S. T. Weaver, U-K. Moon", , ,1.11,,5000000,69.5,69.6,,,78.8,69.5,0.0084,10000000,1,10000000,840,,344.3037557,,157.2469072,3.44E-05,227.2469072
2010,21.1,NQ,"Pipe, SAR",0.25,An 18b 12.5MHz ADC with 93dB SNR,"This paper describes an 18b 12.5MHz ADC that uses a pipeline of 2 successive-approximation ADCs. Both ADCs, one before and one after a closed loop residue amplifier, determine 2 bits plus one redundant bit per bit trial. The converter core consumes 105mW and achieves a dynamic range of 93dB. The chip is implemented in a 0.25?m/0.5?m CMOS process and occupies 6mm2.","C. P. Hurrell, C. Lyden, D. Laing, D. Hummerston, M. Vickery","Data for fin=6.25 MHz, Fig. 21.1.6", ,4.5,,6250000,80,85,93,,82,80,0.105,12500000,1,12500000,8400,,1027.75463,,157.7469072,8.22E-05,228.7160073
2010,21.2,NQ,SAR,0.13,A 12b 22.5/45MS/s 3.0mW 0.059mm2 CMOS SAR ADC Achieving Over 90dB SFDR,"A perturbation-based background digital calibration enables the capacitance scaling to the kT/C limit in a 12b SAR ADC. Combined with a dynamic threshold comparison technique, the 0.13?m CMOS prototype measures a 71.1dB peak SNDR, a 94.6dB peak SFDR, and a peak FoM of 31.4fJ/conversion-step while dissipating 3.0mW from a 1.2V supply and occupying 0.059mm2.","W. Liu, P. Huang, Y. Chiu", , ,0.059,,22500000,67.09,,,,84.71,67.09,0.00302,45000000,1,45000000,67.11111111,,36.30520651,,165.8117558,8.07E-07,242.3438809
2010,21.3,NQ,"Pipe, SAR",0.065,A 0.06mm2 8.9b ENOB 40MS/s Pipelined SAR ADC in 65nm CMOS,An 8.9-ENOB 40MS/s two-stage pipelined SAR ADC for a WLAN receiver is designed and fabricated in a 65nm CMOS technology. The 1st stage is realized by a 1.5b/cycle SAR to mitigate the comparator offset issue. The 2nd stage employs a radix-1.8 SAR to avoid the parasitic capacitance issue. The presented architecture occupies 0.06mm2 of area despite using a large unit capacitance of 60fF.,"M. Furuta, M. Nozawa, T. Itakura", , ,0.0585,,20000000,52.5,,,,63,52.5,0.00121,40000000,1,40000000,30.25,,87.79556103,,154.6824463,2.19E-06,230.7030462
2010,21.4,NQ,SAR,0.065,A 10b 50MS/s 820?W SAR ADC with On-Chip Digital Calibration,"A 10b 50MS/s SAR ADC is presented that uses comparator offset calibration, CDAC linearity error calibration and internal clock frequency control to compensate for the PVT variation. The prototype in 65nm CMOS achieves 56.9dB SNDR at 50MS/s and consumes 820?W from a 1.0V supply including the digital calibration circuits. ","M. Yoshioka, K. Ishikawa, T. Takayama, S.", , ,0.039,,25000000,56.6,,,,,56.6,0.00082,50000000,1,50000000,16.4,,29.68729298,,161.4412616,5.94E-07,238.4309616
2010,21.5,NQ,SAR,0.065,A 10b 100MS/s 1.13mW SAR ADC with Binary-Scaled Error Compensation,"This paper presents a 10b SAR ADC with a binary-scaled error compensation technique. The prototype occupies an active area of 155×165?m2 in 65nm CMOS. At 100MS/s, the ADC achieves an SNDR of 59.0dB and an SFDR of 75.6dB, while consuming 1.13mW from a 1.2V supply. The FoM is 15.5fJ/conversion-step.","C-C. Liu, S-J. Chang, G-Y. Huang, Y-Z. Lin, C-M. Huang, C-H. Huang, L. Bu, C-C. Tsai", , ,0.0256,,50000000,56,,,,66.9,56,0.00113,100000000,1,100000000,11.3,,21.91836645,,162.4589156,2.19E-07,242.4589156
2010,21.6,NQ,SAR,0.09,A 30fJ/Conversion-Step 8b 0-to-10MS/s Asynchronous SAR ADC in 90nm CMOS,"An 8b SAR ADC is presented. The 90nm CMOS prototype achieves an ENOB of 7.8b at a sampling frequency of 10.24MS/s. The use of asynchronous dynamic CMOS logic, custom-designed capacitors, an internal common-mode shift and low-leakage design techniques results in a power consumption of 69?W from a 1V supply. The corresponding FoM equals 30fJ/Conversion-step and is maintained down to 10kS/s.","P. Harpe, C. Zhou, X. Wang, G. Dolmans, H. de Groot", , ,0.07,,5120000,48.4,,,,,48.4,0.000069,10240000,1,10240000,6.73828125,,31.35571746,,157.1042087,3.06E-06,227.2072083
2010,21.7,NQ,"SAR, TI",0.065,A 40GS/s 6b ADC in 65nm CMOS,"A 6b 65nm CMOS ADC exceeds the 29GS/s requirement of a 58Gb/s DP-QPSK optical receiver while operating up to 40GS/s. An interleaved architecture combines 16 SAR converters and an array of T/Hs with delay, gain, and offset calibration. A 1V 40mW 2.5GS/s sub-ADC results in a total power of 1.5W, ENOB of 4.5b (3.9b) up to 10GHz (18GHz). An on-chip signal synthesizer simplifies production testing.","Y. M. Greshishchev, J. Aguirre, R. Gibbins, C. Falt, P. Flemke, N. Ben-Hamida, D. Pollex, P. Schvan, S-C. Wang, M. Besson", , ,16,34.87,18000000000,25.238,,,,35,25.238,1.5,40000000000,1,40000000000,37.5,828.6407592,2511.969053,136.1193874,126.4873874,6.28E-08,232.5079873
2011,10.1,NQ,"SAR, TI",0.065,A 480mw 2.6GS/s 10b 65nm cMoS Time-interleaved adc with 48.5dB SndR up to nyquist,"This work presents a 64× interleaved 2.6GS/s 10b 65nm CMOS successive approximation-register ADC with on-chip gain, offset and DAC linearity calibration. The ADC combines interleaving hierarchy with an open-loop buffer array operated in feedforward-sampling and feedback-SAR mode and achieves an SNDR of 48.5dB at Nyquist with 110fs jitter while consuming only 0.48W.","K. Doris, E. Janssen, C. Nani, A. Zanikopoulos, G. van der Weide", , ,5.1,,1300000000,48.5,52,,58,53.8,48.5,0.48,2600000000,1,2600000000,184.6153846,,849.2489126,,142.8270211,3.27E-07,236.9767546
2011,10.2,NQ,"Pipe, TI",SiGe BiCMOS,A 12b 1GS/s SiGe BicMoS Two-way Time-interleaved pipeline adc,"A 2-way time-interleaved pipeline ADC built in a 0.18um BiCMOS SiGe process uses a switched current architecture. Most circuits are shared between the two interleaving branches to reduce power to 575mW. To address the interleaving artifacts, DACs are included to remove timing skew and bandwidth mismatch. ENOB is 10.2b with measured SNR of 62dB and SFDR>67dB.","R. Payne, C. Sestok, W. Bright, M. El-Chamas, M. Corsi, D. Smith, N. Tal", , ,2.35,,500000000,,59,,,67,59,0.575,1000000000,1,1000000000,575,,789.555452,,148.3930216,7.90E-07,238.3930216
2011,10.3,NQ,"Pipe, TI",0.04,An 800MS/s dual-Residue pipeline adc in 40nm cMoS,"An 800MS/s 4×-interleaved 12b pipeline ADC, occupying 0.88mm2 in 40nm CMOS, achieves an SNDR of 59dB. Power consumption of 105mW is achieved using low open-loop-gain amplifiers in a dual-residue topology, resulting in a FOM of 0.18pJ/conversion. A fast background offset calibration algorithm removes the offsets of the MDAC stages.","J. Mulder, F. M. van der Goes, D. Vecchi, J. R. Westra, E. Ayranci, C. M. Ward, J. Wan, K. Bult",Power includes reference, ,0.88,,400000000,59,,,,70,59,0.105,800000000,1,800000000,131.25,,180.224614,,154.8087069,2.25E-07,243.8396068
2011,10.4,NQ,Pipe,0.18,A 16b 80MS/s 100mw 77.6dB SnR cMoS pipeline adc,"A 16b pipeline ADC that achieves 77.6dBFS SNR, 77.4dBFS SNDR and 93dBc SFDR at 80MS/s with a 10MHz input while consuming 100mW is presented. The design includes a dynamically driven deep N-well input sampling switch, an offset-canceled comparator, and a back-gate voltage-biased MDAC amplifier. The ADC is fabricated in a 1P5M 0.18?m CMOS process.","J. Brunsilius, E. Siragusa, S. Kosic, F. Murden, E. Yetis, B. Luu, J. Bray, P. Brown, A. Barlow", , ,9.9,,40000000,75,77,,,89,75,0.1,80000000,1,80000000,1250,,271.9850808,,161.0205999,3.40E-06,240.0514998
